K,active_count,bridge_sequence,bridge_serialized_bits,certificate_kind,certificate_status,coefficient_span,compiler,compiler_class,cx,delta_over_pi,density_realized,density_requested,depth,design_index,error_budget,formal_theorem_evidence,gates,input_ir_bytes,ir_bytes,m,memory_cap_bytes,n,output_ir_bytes,output_serialized_bits,r,representation,representation_sha256,rss_peak_bytes,runtime_s,schedule,seed,serialized_input_bits,status,target_id,timeout_s,wall_runtime_s,x_distribution
4,32,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",12784,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,126,1/16,0.5,0.5,62,4,0,False,548,1598,8092,64,2147483648,65,8092,64736,4,bridge_qasm2,68630130d77224ee67e6b86e76d35f602a098f7580ded84d84697d035f046d6c,159825920,0.452228,bridge_qasm2,20260805,12784,completed,ux-36b4776f5cf0a52d,30.0,0.562371,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",53640,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,64,1/16,0.5,0.5,21,4,0,True,96,6705,6705,64,2147483648,65,1598,12784,4,contiguous_flat,3c96ef51b7b5ce72872e95bbaf192a6633c265c12813e06a35a7a5f87b7e468d,74448896,0.087911,contiguous_flat,20260805,9424,completed,ux-36b4776f5cf0a52d,30.0,0.151208,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",53640,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,140,1/16,0.5,0.5,116,4,0,False,612,6705,6705,64,2147483648,65,6642,53136,4,contiguous_flat,3c96ef51b7b5ce72872e95bbaf192a6633c265c12813e06a35a7a5f87b7e468d,110985216,0.344917,contiguous_flat,20260805,9424,completed,ux-36b4776f5cf0a52d,30.0,0.424994,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",53640,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,64,1/16,0.5,0.5,21,4,0,True,96,6705,6705,64,2147483648,65,1598,12784,4,contiguous_flat,3c96ef51b7b5ce72872e95bbaf192a6633c265c12813e06a35a7a5f87b7e468d,77889536,0.099273,contiguous_flat,20260805,9424,completed,ux-36b4776f5cf0a52d,30.0,0.168916,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"decode codec -> exact support table -> {cx,rz} lowering",53640,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,64,1/16,0.5,0.5,21,4,0,True,96,6705,6705,64,2147483648,65,1598,12784,4,contiguous_flat,3c96ef51b7b5ce72872e95bbaf192a6633c265c12813e06a35a7a5f87b7e468d,74219520,0.089475,contiguous_flat,20260805,9424,completed,ux-36b4776f5cf0a52d,30.0,0.150358,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",53640,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,126,1/16,0.5,0.5,62,4,0,False,548,6705,8092,64,2147483648,65,8092,64736,4,contiguous_flat,3c96ef51b7b5ce72872e95bbaf192a6633c265c12813e06a35a7a5f87b7e468d,160055296,0.464154,contiguous_flat,20260805,9424,completed,ux-36b4776f5cf0a52d,30.0,0.583513,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",26872,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,64,1/16,0.5,0.5,21,4,0,True,96,3359,3359,64,2147483648,65,1598,12784,4,locally_folded,8dfc4a68fde080a7562aab8bde8197d458c7490cb6f418d31994322ecd63a0b1,74366976,0.086596,locally_folded,20260805,4800,completed,ux-36b4776f5cf0a52d,30.0,0.151358,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",26872,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,140,1/16,0.5,0.5,116,4,0,False,612,3359,6642,64,2147483648,65,6642,53136,4,locally_folded,8dfc4a68fde080a7562aab8bde8197d458c7490cb6f418d31994322ecd63a0b1,110854144,0.329296,locally_folded,20260805,4800,completed,ux-36b4776f5cf0a52d,30.0,0.414651,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",26872,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,64,1/16,0.5,0.5,21,4,0,True,96,3359,3359,64,2147483648,65,1598,12784,4,locally_folded,8dfc4a68fde080a7562aab8bde8197d458c7490cb6f418d31994322ecd63a0b1,77955072,0.098093,locally_folded,20260805,4800,completed,ux-36b4776f5cf0a52d,30.0,0.17331,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"decode codec -> exact support table -> {cx,rz} lowering",26872,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,64,1/16,0.5,0.5,21,4,0,True,96,3359,3359,64,2147483648,65,1598,12784,4,locally_folded,8dfc4a68fde080a7562aab8bde8197d458c7490cb6f418d31994322ecd63a0b1,74317824,0.085779,locally_folded,20260805,4800,completed,ux-36b4776f5cf0a52d,30.0,0.146865,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",26872,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,126,1/16,0.5,0.5,62,4,0,False,548,3359,8092,64,2147483648,65,8092,64736,4,locally_folded,8dfc4a68fde080a7562aab8bde8197d458c7490cb6f418d31994322ecd63a0b1,159907840,0.457164,locally_folded,20260805,4800,completed,ux-36b4776f5cf0a52d,30.0,0.580697,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",53752,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,64,1/16,0.5,0.5,21,4,0,True,96,6719,6719,64,2147483648,65,1598,12784,4,masked_share_flat,2204278eff029231a5001b13504eccc1afecb7f796899fba5e1ef4dd990b0f0d,74399744,0.087801,masked_share_flat,20260805,9440,completed,ux-36b4776f5cf0a52d,30.0,0.151339,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",53752,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,140,1/16,0.5,0.5,116,4,0,False,612,6719,6719,64,2147483648,65,6642,53136,4,masked_share_flat,2204278eff029231a5001b13504eccc1afecb7f796899fba5e1ef4dd990b0f0d,110870528,0.356884,masked_share_flat,20260805,9440,completed,ux-36b4776f5cf0a52d,30.0,0.447104,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",53752,pyzx_rewrite_identity_diagnostic,inconclusive,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,187,1/16,0.5,0.5,104,4,0,False,665,6719,11675,64,2147483648,65,11675,93400,4,masked_share_flat,2204278eff029231a5001b13504eccc1afecb7f796899fba5e1ef4dd990b0f0d,113000448,0.305751,masked_share_flat,20260805,9440,certificate_unsupported,ux-36b4776f5cf0a52d,30.0,0.396902,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"decode codec -> exact support table -> {cx,rz} lowering",53752,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,64,1/16,0.5,0.5,21,4,0,True,96,6719,6719,64,2147483648,65,1598,12784,4,masked_share_flat,2204278eff029231a5001b13504eccc1afecb7f796899fba5e1ef4dd990b0f0d,74235904,0.086354,masked_share_flat,20260805,9440,completed,ux-36b4776f5cf0a52d,30.0,0.149591,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",53752,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,142,1/16,0.5,0.5,64,4,0,False,582,6719,8766,64,2147483648,65,8766,70128,4,masked_share_flat,2204278eff029231a5001b13504eccc1afecb7f796899fba5e1ef4dd990b0f0d,160464896,0.471642,masked_share_flat,20260805,9440,completed,ux-36b4776f5cf0a52d,30.0,0.590735,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",53640,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,64,1/16,0.5,0.5,21,4,0,True,96,6705,6705,64,2147483648,65,1598,12784,4,random_commuting_order,33760072be4f1487e7d91cf2962f1ce8605a85d03fb0e524c494c3c87e53a83a,74137600,0.08831,random_commuting_order,20260805,9480,completed,ux-36b4776f5cf0a52d,30.0,0.143989,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",53640,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,140,1/16,0.5,0.5,116,4,0,False,612,6705,6705,64,2147483648,65,6642,53136,4,random_commuting_order,33760072be4f1487e7d91cf2962f1ce8605a85d03fb0e524c494c3c87e53a83a,110837760,0.35624,random_commuting_order,20260805,9480,completed,ux-36b4776f5cf0a52d,30.0,0.439536,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",53640,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,144,1/16,0.5,0.5,30,4,0,True,216,6705,6705,64,2147483648,65,3743,29944,4,random_commuting_order,33760072be4f1487e7d91cf2962f1ce8605a85d03fb0e524c494c3c87e53a83a,77955072,0.099678,random_commuting_order,20260805,9480,completed,ux-36b4776f5cf0a52d,30.0,0.173376,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"decode codec -> exact support table -> {cx,rz} lowering",53640,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,64,1/16,0.5,0.5,21,4,0,True,96,6705,6705,64,2147483648,65,1598,12784,4,random_commuting_order,33760072be4f1487e7d91cf2962f1ce8605a85d03fb0e524c494c3c87e53a83a,74121216,0.08664,random_commuting_order,20260805,9480,completed,ux-36b4776f5cf0a52d,30.0,0.143384,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",53640,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,126,1/16,0.5,0.5,62,4,0,False,548,6705,8092,64,2147483648,65,8092,64736,4,random_commuting_order,33760072be4f1487e7d91cf2962f1ce8605a85d03fb0e524c494c3c87e53a83a,160120832,0.459964,random_commuting_order,20260805,9480,completed,ux-36b4776f5cf0a52d,30.0,0.588227,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",53640,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,64,1/16,0.5,0.5,21,4,0,True,96,6705,6705,64,2147483648,65,1598,12784,4,round_robin_flat,c143413e0bf27ae7143000285205629835e7230d5b62fe026e92961845543dbd,74481664,0.087093,round_robin_flat,20260805,9432,completed,ux-36b4776f5cf0a52d,30.0,0.151425,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",53640,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,140,1/16,0.5,0.5,116,4,0,False,612,6705,6705,64,2147483648,65,6642,53136,4,round_robin_flat,c143413e0bf27ae7143000285205629835e7230d5b62fe026e92961845543dbd,110903296,0.358408,round_robin_flat,20260805,9432,completed,ux-36b4776f5cf0a52d,30.0,0.445744,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",53640,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,202,1/16,0.5,0.5,39,4,0,True,303,6705,6705,64,2147483648,65,5339,42712,4,round_robin_flat,c143413e0bf27ae7143000285205629835e7230d5b62fe026e92961845543dbd,78036992,0.100664,round_robin_flat,20260805,9432,completed,ux-36b4776f5cf0a52d,30.0,0.175714,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"decode codec -> exact support table -> {cx,rz} lowering",53640,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,64,1/16,0.5,0.5,21,4,0,True,96,6705,6705,64,2147483648,65,1598,12784,4,round_robin_flat,c143413e0bf27ae7143000285205629835e7230d5b62fe026e92961845543dbd,74334208,0.08671,round_robin_flat,20260805,9432,completed,ux-36b4776f5cf0a52d,30.0,0.151264,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",53640,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,126,1/16,0.5,0.5,62,4,0,False,548,6705,8092,64,2147483648,65,8092,64736,4,round_robin_flat,c143413e0bf27ae7143000285205629835e7230d5b62fe026e92961845543dbd,160169984,0.472116,round_robin_flat,20260805,9432,completed,ux-36b4776f5cf0a52d,30.0,0.597508,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",12784,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,64,1/16,0.5,0.5,21,4,0,True,96,1598,1598,64,2147483648,65,1598,12784,4,semantic_aggregate,16f9e256bd5ec2c0c35db06be1cf3cfc9e3becd40cc90cfde2d2dea550997f5a,74350592,0.086407,semantic_aggregate,20260805,2528,completed,ux-36b4776f5cf0a52d,30.0,0.146767,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",12784,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,140,1/16,0.5,0.5,116,4,0,False,612,1598,6642,64,2147483648,65,6642,53136,4,semantic_aggregate,16f9e256bd5ec2c0c35db06be1cf3cfc9e3becd40cc90cfde2d2dea550997f5a,110870528,0.331154,semantic_aggregate,20260805,2528,completed,ux-36b4776f5cf0a52d,30.0,0.443095,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",12784,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,64,1/16,0.5,0.5,21,4,0,True,96,1598,1598,64,2147483648,65,1598,12784,4,semantic_aggregate,16f9e256bd5ec2c0c35db06be1cf3cfc9e3becd40cc90cfde2d2dea550997f5a,77545472,0.098024,semantic_aggregate,20260805,2528,completed,ux-36b4776f5cf0a52d,30.0,0.171894,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"decode codec -> exact support table -> {cx,rz} lowering",12784,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,64,1/16,0.5,0.5,21,4,0,True,96,1598,1598,64,2147483648,65,1598,12784,4,semantic_aggregate,16f9e256bd5ec2c0c35db06be1cf3cfc9e3becd40cc90cfde2d2dea550997f5a,74121216,0.085309,semantic_aggregate,20260805,2528,completed,ux-36b4776f5cf0a52d,30.0,0.151701,"uniform on {1,...,K-1} over an exact-size uniform support sample"
4,32,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",12784,pyzx_rewrite_identity_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,126,1/16,0.5,0.5,62,4,0,False,548,1598,8092,64,2147483648,65,8092,64736,4,semantic_aggregate,16f9e256bd5ec2c0c35db06be1cf3cfc9e3becd40cc90cfde2d2dea550997f5a,159940608,0.462515,semantic_aggregate,20260805,2528,completed,ux-36b4776f5cf0a52d,30.0,0.586719,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",1192,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,4,1/64,0.3333333333333333,0.25,3,5,0,True,6,149,149,6,2147483648,7,149,1192,8,bridge_qasm2,d10d6a2984780ead82e51055287a8ee7dea7d1ce3b531790b3265be4bda4a990,74252288,0.084246,bridge_qasm2,20260801,1192,completed,ux-7827835d71942c50,30.0,0.150678,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",1192,dense_unitary_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,4,1/64,0.3333333333333333,0.25,11,5,0,False,26,149,309,6,2147483648,7,309,2472,8,bridge_qasm2,d10d6a2984780ead82e51055287a8ee7dea7d1ce3b531790b3265be4bda4a990,110559232,0.209295,bridge_qasm2,20260801,1192,completed,ux-7827835d71942c50,30.0,0.302067,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",1192,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,4,1/64,0.3333333333333333,0.25,3,5,0,True,6,149,149,6,2147483648,7,149,1192,8,bridge_qasm2,d10d6a2984780ead82e51055287a8ee7dea7d1ce3b531790b3265be4bda4a990,77316096,0.095891,bridge_qasm2,20260801,1192,completed,ux-7827835d71942c50,30.0,0.172602,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"decode codec -> exact support table -> {cx,rz} lowering",1192,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,4,1/64,0.3333333333333333,0.25,3,5,0,True,6,149,149,6,2147483648,7,149,1192,8,bridge_qasm2,d10d6a2984780ead82e51055287a8ee7dea7d1ce3b531790b3265be4bda4a990,74072064,0.084802,bridge_qasm2,20260801,1192,completed,ux-7827835d71942c50,30.0,0.150323,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",1192,dense_unitary_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,4,1/64,0.3333333333333333,0.25,9,5,0,False,48,149,709,6,2147483648,7,709,5672,8,bridge_qasm2,d10d6a2984780ead82e51055287a8ee7dea7d1ce3b531790b3265be4bda4a990,125042688,0.280417,bridge_qasm2,20260801,1192,completed,ux-7827835d71942c50,30.0,0.37492,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",6912,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,4,1/64,0.3333333333333333,0.25,3,5,0,True,6,864,864,6,2147483648,7,149,1192,8,contiguous_flat,654349671c8acdfe125a27f3a21563ad11259566ef85b292903716b27342c660,74088448,0.083798,contiguous_flat,20260801,1480,completed,ux-7827835d71942c50,30.0,0.151645,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",6912,dense_unitary_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,4,1/64,0.3333333333333333,0.25,11,5,0,False,26,864,864,6,2147483648,7,309,2472,8,contiguous_flat,654349671c8acdfe125a27f3a21563ad11259566ef85b292903716b27342c660,110641152,0.207496,contiguous_flat,20260801,1480,completed,ux-7827835d71942c50,30.0,0.298278,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",6912,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,4,1/64,0.3333333333333333,0.25,3,5,0,True,6,864,864,6,2147483648,7,149,1192,8,contiguous_flat,654349671c8acdfe125a27f3a21563ad11259566ef85b292903716b27342c660,74924032,0.096555,contiguous_flat,20260801,1480,completed,ux-7827835d71942c50,30.0,0.151634,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"decode codec -> exact support table -> {cx,rz} lowering",6912,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,4,1/64,0.3333333333333333,0.25,3,5,0,True,6,864,864,6,2147483648,7,149,1192,8,contiguous_flat,654349671c8acdfe125a27f3a21563ad11259566ef85b292903716b27342c660,74022912,0.084912,contiguous_flat,20260801,1480,completed,ux-7827835d71942c50,30.0,0.151749,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",6912,dense_unitary_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,4,1/64,0.3333333333333333,0.25,9,5,0,False,48,864,864,6,2147483648,7,709,5672,8,contiguous_flat,654349671c8acdfe125a27f3a21563ad11259566ef85b292903716b27342c660,125026304,0.27627,contiguous_flat,20260801,1480,completed,ux-7827835d71942c50,30.0,0.37163,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",3616,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,4,1/64,0.3333333333333333,0.25,3,5,0,True,6,452,452,6,2147483648,7,149,1192,8,locally_folded,3cabd3d4edfa900da6a22166d560d3b8982571dc4a8ba8778afb776af6a14d71,74137600,0.085071,locally_folded,20260801,800,completed,ux-7827835d71942c50,30.0,0.150839,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",3616,dense_unitary_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,4,1/64,0.3333333333333333,0.25,11,5,0,False,26,452,452,6,2147483648,7,309,2472,8,locally_folded,3cabd3d4edfa900da6a22166d560d3b8982571dc4a8ba8778afb776af6a14d71,110690304,0.207592,locally_folded,20260801,800,completed,ux-7827835d71942c50,30.0,0.293537,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",3616,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,4,1/64,0.3333333333333333,0.25,3,5,0,True,6,452,452,6,2147483648,7,149,1192,8,locally_folded,3cabd3d4edfa900da6a22166d560d3b8982571dc4a8ba8778afb776af6a14d71,74612736,0.09767,locally_folded,20260801,800,completed,ux-7827835d71942c50,30.0,0.15026,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"decode codec -> exact support table -> {cx,rz} lowering",3616,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,4,1/64,0.3333333333333333,0.25,3,5,0,True,6,452,452,6,2147483648,7,149,1192,8,locally_folded,3cabd3d4edfa900da6a22166d560d3b8982571dc4a8ba8778afb776af6a14d71,73957376,0.087876,locally_folded,20260801,800,completed,ux-7827835d71942c50,30.0,0.148977,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> TKET DecomposeBoxes/PauliSimp -> {cx,rz,h}",3616,dense_unitary_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",tket_paulisimp,external Pauli-network/global semantic,4,1/64,0.3333333333333333,0.25,9,5,0,False,48,452,709,6,2147483648,7,709,5672,8,locally_folded,3cabd3d4edfa900da6a22166d560d3b8982571dc4a8ba8778afb776af6a14d71,125009920,0.272356,locally_folded,20260801,800,completed,ux-7827835d71942c50,30.0,0.368949,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> exact parity/phase table -> {cx,rz} lowering",7224,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",phase_polynomial_reference,instrumented global phase table,4,1/64,0.3333333333333333,0.25,3,5,0,True,6,903,903,6,2147483648,7,149,1192,8,masked_share_flat,3326b6909403e33eed386750ff8dba144f890cb4e3dccfbdf177b3448398acc1,74186752,0.084592,masked_share_flat,20260801,1384,completed,ux-7827835d71942c50,30.0,0.149893,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> ZX graph/full_reduce/extract_circuit -> {cx,rz,h}",7224,dense_unitary_diagnostic,passed,"[0,pi/4); no 2pi target wraparound",pyzx_full_reduce,external ZX/global-IR semantic,4,1/64,0.3333333333333333,0.25,11,5,0,False,26,903,903,6,2147483648,7,309,2472,8,masked_share_flat,3326b6909403e33eed386750ff8dba144f890cb4e3dccfbdf177b3448398acc1,110690304,0.2195,masked_share_flat,20260801,1384,completed,ux-7827835d71942c50,30.0,0.315372,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"QASM2 -> qiskit transpile opt3 -> {cx,rz,h}",7224,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",qiskit_opt3,configured local/preset diagnostic,4,1/64,0.3333333333333333,0.25,3,5,0,True,6,903,903,6,2147483648,7,161,1288,8,masked_share_flat,3326b6909403e33eed386750ff8dba144f890cb4e3dccfbdf177b3448398acc1,77332480,0.097436,masked_share_flat,20260801,1384,completed,ux-7827835d71942c50,30.0,0.165869,"uniform on {1,...,K-1} over an exact-size uniform support sample"
16,2,"decode codec -> exact support table -> {cx,rz} lowering",7224,exact_cnot_rz,passed,"[0,pi/4); no 2pi target wraparound",semantic_reference,instrumented semantic reference,4,1/64,0.3333333333333333,0.25,3,5,0,True,6,903,903,6,2147483648,7,149,1192,8,masked_share_flat,3326b6909403e33eed386750ff8dba144f890cb4e3dccfbdf177b3448398acc1,74121216,0.08499,masked_share_flat,20260801,1384,completed,ux-7827835d71942c50,30.0,0.148485,"uniform on {1,...,K-1} over an exact-size uniform support sample"
